lele1.24	F1	New	BeiJing	N/A	Clear	2009	06	16	2009	07	01	15
frdofrd	F1	New	ShangHai	Eletrical Engineering	Clear	2009	06	16	2009	08	05	50
Manly	B1	New	Others	Eletrical Engineering	Clear	2009	06	16	2009	06	30	14
weasteam	F1	New	BeiJing	Biology	Clear	2009	06	16	2009	07	02	16
paulpan	F1	New	BeiJing	Bioinformatics / Biostatistics	Clear	2009	06	16	2009	07	10	24
cht	F1	New	BeiJing	Physics	Clear	2009	06	16	2009	06	30	14
ZHANGRONNIE	F1	New	Others	Eletrical Engineering	Clear	2009	06	16	2009	06	30	14
NeVeR	F1	New	BeiJing	Eletrical Engineering	Clear	2009	06	16	2009	07	02	16
sunny	F1	New	BeiJing	Biochemical Engineering	Clear	2009	06	16	2009	08	03	48
Amythest	F1	New	ChengDu	Eletrical Engineering	Clear	2009	06	16	2009	07	30	44
Jaron	F1	New	ShangHai	Eletrical Engineering	Clear	2009	06	17	2009	07	04	17
kiteflied	F1	Renewal	ShangHai	Eletrical Engineering	Clear	2009	06	17	2009	07	02	15
yobi	H1	New	Europe	Eletrical Engineering	Clear	2009	06	17	2009	06	30	13
yis_yan	F1	New	ShangHai	Eletrical Engineering	Clear	2009	06	17	2009	07	07	20
kungfubo	F1	New	BeiJing	Mechanical Engineering	Clear	2009	06	17	2009	07	03	16
shenk	F1	Renewal	ShangHai	Biochemical Engineering	Clear	2009	06	17	2009	07	02	15
betho	F1	Renewal	ShangHai	Computer Science/Engineering	Clear	2009	06	17	2009	07	02	15
tf	F1	Renewal	ShangHai	Physics	Clear	2009	06	18	2009	06	20	2
bigassmonkey	F1	Renewal	GuangZhou	Eletrical Engineering	Clear	2009	06	18	2009	07	11	23
blueberry	F1	New	ChengDu	Biology	Clear	2009	06	18	2009	07	08	20
annie	F1	New	ChengDu	Eletrical Engineering	Clear	2009	06	18	2009	07	07	19
clery	F1	New	BeiJing	Mechanical Engineering	Clear	2009	06	18	2009	08	24	67
visaapplicant	J1	New	BeiJing	Eletrical Engineering	Clear	2009	06	18	2009	07	07	19
maveriner	F1	New	ShangHai	Eletrical Engineering	Clear	2009	06	18	2009	07	07	19
sean	F1	New	ChengDu	Eletrical Engineering	Clear	2009	06	18	2009	07	07	19
dongdongzai	F1	Renewal	ChengDu	Biochemical Engineering	Clear	2009	06	18	2009	07	08	20
sunyong	J1	New	BeiJing	Eletrical Engineering	Clear	2009	06	18	2009	07	31	43
mobylu	F1	New	Others	Eletrical Engineering	Clear	2009	06	18	2009	07	07	19
chris	F1	New	BeiJing	Eletrical Engineering	Clear	2009	06	18	2009	08	20	63
有情	F1	Renewal	BeiJing	Statistics	Clear	2009	06	18	2009	08	10	53
jeweis	J1	New	ShangHai	Neuroscience	Clear	2009	06	19	2009	07	08	19
��ʳ���¶�ʮ��&	J1	New	BeiJing	Medicine / Pathology / Pharmacy	Clear	2009	06	19	2009	07	31	42
xyz	F1	New	BeiJing	Materials Science/Engineering	Clear	2009	06	19	2009	08	24	66
Fatan	H1	Renewal	ShangHai	Atmosphere & Marine Science	Clear	2009	06	19	2009	09	03	76
wkbjerry	F1	New	BeiJing	Computer Science/Engineering	Clear	2009	06	19	2009	09	24	97
FuckMyLife	F1	New	ShangHai	Computer Science/Engineering	Clear	2009	06	19	2009	09	23	96
pengpeng	F1	Renewal	ChengDu	Eletrical Engineering	Clear	2009	06	22	2009	07	10	18
lily	F1	New	BeiJing	Statistics	Clear	2009	06	22	2009	07	09	17
����������	F1	New	ChengDu	Biology	Clear	2009	06	22	2009	07	16	24
aaron	J1	New	ChengDu	Eletrical Engineering	Clear	2009	06	22	2009	07	09	17
yangfaqia	H4	New	BeiJing	N/A	Clear	2009	06	22	2009	07	24	32
neiku	F1	Renewal	ChengDu	Computer Science/Engineering	Clear	2009	06	22	2009	07	21	29
eastsun26	F1	Renewal	ChengDu	Mechanical Engineering	Clear	2009	06	22	2009	07	10	18
licd	F1	New	BeiJing	Eletrical Engineering	Clear	2009	06	22	2009	07	09	17
bajie123	F1	Renewal	ShangHai	Physics	Clear	2009	06	22	2009	07	07	15
alexander3318	F1	New	ChengDu	Eletrical Engineering	Clear	2009	06	22	2009	07	12	20
guww	J1	New	ChengDu	Biomedical Engineering	Clear	2009	06	22	2009	11	03	134
iamanewboy	J1	New	BeiJing	Eletrical Engineering	Clear	2009	06	23	2009	07	09	16
xu97	F1	New	BeiJing	Eletrical Engineering	Clear	2009	06	23	2009	07	11	18
LowY	F1	New	BeiJing	Information Science/Technology	Clear	2009	06	23	2009	07	13	20
bighead	J1	New	HongKong	Medicine / Pathology / Pharmacy	Clear	2009	06	23	2009	07	09	16
lyyang	F1	Renewal	ShangHai	Physics	Clear	2009	06	23	2009	07	11	18
alina	F1	New	ChengDu	Eletrical Engineering	Clear	2009	06	23	2009	07	21	28
xiaochuan	F1	Renewal	Others	Eletrical Engineering	Clear	2009	06	24	2009	07	08	14
sniff007	J1	New	GuangZhou	Chemistry	Clear	2009	06	24	2009	07	20	26
xyding	F1	New	ShangHai	Mechanical Engineering	Clear	2009	06	24	2009	07	11	17
myopinion	F1	New	BeiJing	Biology	Clear	2009	06	24	2009	07	09	15
jfjiang	F1	New	BeiJing	Neuroscience	Clear	2009	06	24	2009	07	13	19
cbmbbz	F1	New	GuangZhou	Chemistry	Clear	2009	06	24	2009	07	20	26
sleepingwind	H1	Renewal	Others	Atmosphere & Marine Science	Clear	2009	06	24	2009	07	27	33
jj7710	F1	New	BeiJing	Eletrical Engineering	Clear	2009	06	24	2009	07	20	26
godbless21daysa	F1	New	BeiJing	Materials Science/Engineering	Clear	2009	06	24	2009	08	03	40
james	F1	New	BeiJing	Mechanical Engineering	Clear	2009	06	24	2009	08	03	40
Yuan	J1	New	BeiJing	Chemical Engineering	Clear	2009	06	24	2009	07	23	29
vet	J1	New	GuangZhou	Medicine / Pathology / Pharmacy	Clear	2009	06	24	2009	08	11	48
tsingland	F1	New	BeiJing	Eletrical Engineering	Clear	2009	06	25	2009	07	16	21
Fiona	F1	New	BeiJing	Eletrical Engineering	Clear	2009	06	25	2009	07	20	25
ucsbsmc	H1	Renewal	GuangZhou	Physics	Clear	2009	06	25	2009	07	20	25
cobra	F1	New	ChengDu	Biology	Clear	2009	06	25	2009	08	04	40
Mushroom	F1	New	GuangZhou	Atmosphere & Marine Science	Clear	2009	06	25	2009	07	21	26
littlemark	J1	New	BeiJing	Eletrical Engineering	Clear	2009	06	25	2009	07	16	21
firefox	J1	New	ChengDu	Eletrical Engineering	Clear	2009	06	25	2009	07	17	22
superadamhsu	F1	Renewal	ChengDu	Environmental Science	Clear	2009	06	25	2009	07	17	22
BLUE	H1	New	BeiJing	Eletrical Engineering	Clear	2009	06	25	2009	07	16	21
kally	F1	New	BeiJing	Eletrical Engineering	Clear	2009	06	25	2009	07	16	21
jiejie	F1	New	ChengDu	Computer Science/Engineering	Clear	2009	06	25	2009	07	17	22
ddee	J1	New	BeiJing	Computer Science/Engineering	Clear	2009	06	25	2009	07	16	21
timothy200	F1	New	ChengDu	Materials Science/Engineering	Clear	2009	06	25	2009	07	16	21
0012083	F1	New	GuangZhou	Bioinformatics / Biostatistics	Clear	2009	06	25	2009	07	21	26
limei	F1	New	ShangHai	Mechanical Engineering	Clear	2009	06	26	2009	07	15	19
lkj	J1	New	ShangHai	Mathematics	Clear	2009	06	26	2009	07	15	19
dd11	J1	Renewal	ShangHai	Neuroscience	Clear	2009	06	26	2009	07	23	27
emma	J1	New	ShenYang	Mechanical Engineering	Clear	2009	06	26	2009	07	21	25
varney	J1	New	ShenYang	Mechanical Engineering	Clear	2009	06	26	2009	10	22	118
happyzhu	F1	Renewal	BeiJing	Physics	Clear	2009	06	29	2009	07	17	18
sagefish	F1	New	ShangHai	Biomedical Engineering	Clear	2009	06	29	2009	07	16	17
bless	F1	Renewal	ChengDu	Eletrical Engineering	Clear	2009	06	29	2009	07	10	11
Chesterwei	F1	New	ChengDu	Chemistry	Clear	2009	06	29	2009	07	17	18
haojixing	F1	New	ChengDu	Chemistry	Clear	2009	06	29	2009	07	17	18
steveshun	J1	New	Europe	Eletrical Engineering	Clear	2009	06	29	2009	07	20	21
phyfan	F1	New	BeiJing	Physics	Clear	2009	06	29	2009	07	20	21
356984	J1	New	ChengDu	Computer Science/Engineering	Clear	2009	06	29	2009	07	17	18
MM	J1	New	ShangHai	Physics	Clear	2009	06	29	2009	07	21	22
zhudenglh	H1	Renewal	BeiJing	N/A	Clear	2009	06	29	2009	08	06	38
Hardy	F1	New	ChengDu	Eletrical Engineering	Clear	2009	06	29	2009	07	30	31
Miracle	F1	New	ChengDu	Biology	Clear	2009	06	29	2009	07	30	31
steveyuyao	H1	Renewal	ShangHai	Biochemical Engineering	Clear	2009	06	30	2009	07	17	17
pibe	J1	New	ShangHai	Materials Science/Engineering	Clear	2009	06	30	2009	07	21	21
TUDZW	F1	Renewal	BeiJing	Computer Science/Engineering	Clear	2009	06	30	2009	07	08	8
��ɽ����	F1	New	BeiJing	Biology	Clear	2009	06	30	2009	07	16	16
qijianfei	F1	New	BeiJing	Computer Science/Engineering	Clear	2009	06	30	2009	07	20	20
boyhunt	H1	New	BeiJing	Chemical Engineering	Clear	2009	06	30	2009	07	20	20
firstrichard	F1	New	BeiJing	Chemistry	Clear	2009	06	30	2009	07	20	20
lin	J1	Renewal	BeiJing	N/A	Clear	2009	06	30	2009	08	05	36
selonromice	F1	New	ChengDu	Optic Engieering	Clear	2009	06	30	2009	07	23	23
andy	F1	New	BeiJing	Mechanical Engineering	Clear	2009	06	30	2009	10	18	110
yuweihui	F1	New	ShangHai	Computer Science/Engineering	Clear	2009	07	01	2009	07	21	20
artisan	F1	New	GuangZhou	Eletrical Engineering	Clear	2009	07	01	2009	07	20	19
anthonel	F1	New	BeiJing	Bioinformatics / Biostatistics	Clear	2009	07	01	2009	07	22	21
maoxiaojun	J1	New	BeiJing	Computer Science/Engineering	Clear	2009	07	01	2009	07	17	16
zykang	F1	Renewal	ShangHai	Biophysics Engineering	Clear	2009	07	01	2009	07	20	19
lilacxing	F1	New	ShangHai	Chemistry	Clear	2009	07	02	2009	08	18	47
zhaohualing	J1	New	BeiJing	Materials Science/Engineering	Clear	2009	07	02	2009	07	24	22
seawolfxu	J1	New	GuangZhou	Mechanical Engineering	Clear	2009	07	02	2009	07	22	20
tly_alex	F1	New	BeiJing	Computer Science/Engineering	Clear	2009	07	02	2009	07	22	20
ww	F1	Renewal	BeiJing	Eletrical Engineering	Clear	2009	07	02	2009	07	21	19
2423106020	F1	New	ChengDu	Computer Science/Engineering	Clear	2009	07	02	2009	07	24	22
tarcy	F1	New	BeiJing	Computer Science/Engineering	Clear	2009	07	02	2009	07	22	20
sean	H1	Renewal	ChengDu	N/A	Clear	2009	07	02	2009	07	23	21
leole	F1	Renewal	BeiJing	Computer Science/Engineering	Clear	2009	07	02	2009	07	22	20
lengzhe	F1	Renewal	BeiJing	N/A	Clear	2009	07	02	2009	07	22	20
ychen	H1	New	ShangHai	Biology	Clear	2009	07	02	2009	07	23	21
flyer	F1	New	BeiJing	Eletrical Engineering	Clear	2009	07	06	2009	07	25	19
hjsu	J1	New	ShangHai	Computer Science/Engineering	Clear	2009	07	06	2009	07	27	21
wxr1102	J1	New	ChengDu	Optic Engieering	Clear	2009	07	06	2009	07	29	23
sealine	F1	New	ShenYang	Chemical Engineering	Clear	2009	07	06	2009	07	24	18
piaopiaosun	J1	New	BeiJing	Eletrical Engineering	Clear	2009	07	06	2009	07	21	15
chen14404	F1	New	GuangZhou	Biomedical Engineering	Clear	2009	07	06	2009	07	29	23
ce.zhu	H1	New	Europe	Computer Science/Engineering	Clear	2009	07	06	2009	07	27	21
alis	H4	Renewal	MexicoCity	Eletrical Engineering	Clear	2009	07	06	2009	08	05	30
coolbeet	F1	New	BeiJing	Eletrical Engineering	Clear	2009	07	07	2009	07	23	16
gogogo	H4	New	ShangHai	Chemistry	Clear	2009	07	07	2009	07	29	22
fengpu	F1	New	BeiJing	Eletrical Engineering	Clear	2009	07	07	2009	10	16	101
WHB	B1	New	BeiJing	N/A	Clear	2009	07	07	2009	07	29	22
laker	F1	New	BeiJing	Eletrical Engineering	Clear	2009	07	07	2009	08	18	42
jeli	F1	New	Others	Biomedical Engineering	Clear	2009	07	08	2009	08	19	42
ymagicworld	F1	New	BeiJing	Eletrical Engineering	Clear	2009	07	08	2009	09	10	64
ziran	F1	Renewal	BeiJing	Mechanical Engineering	Clear	2009	07	09	2009	07	24	15
WeiLi	J1	New	ChengDu	Optic Engieering	Clear	2009	07	09	2009	07	28	19
ericamao	F1	New	ChengDu	Medicine / Pathology / Pharmacy	Clear	2009	07	09	2009	07	30	21
devoangel	F1	New	ShangHai	Chemistry	Clear	2009	07	09	2009	07	28	19
lxm1117	F1	Renewal	ChengDu	Medicine / Pathology / Pharmacy	Clear	2009	07	09	2009	08	04	26
blessall	F2	New	HongKong	Physics	Clear	2009	07	10	2009	07	28	18
issaa	F1	New	ShangHai	Chemistry	Clear	2009	07	10	2009	07	29	19
G34836684	J1	New	BeiJing	Chemical Engineering	Clear	2009	07	10	2009	07	29	19
kongkong115	F1	New	BeiJing	Computer Science/Engineering	Clear	2009	07	10	2009	07	28	18
sunpoleon	F1	Renewal	BeiJing	Eletrical Engineering	Clear	2009	07	10	2009	07	29	19
L	F1	New	BeiJing	Materials Science/Engineering	Clear	2009	07	10	2009	07	29	19
long	F1	Renewal	ShangHai	Chemical Engineering	Clear	2009	07	10	2009	07	24	14
inter	F1	Renewal	BeiJing	Chemistry	Clear	2009	07	10	2009	07	29	19
ctlwto	F1	New	ShangHai	Mechanical Engineering	Clear	2009	07	10	2009	07	28	18
kid	F1	New	BeiJing	Biology	Clear	2009	07	10	2009	07	10	0
valenmylove	F1	New	BeiJing	Eletrical Engineering	Clear	2009	07	10	2009	07	29	19
stacey	F1	New	BeiJing	Materials Science/Engineering	Clear	2009	07	10	2009	08	18	39
checkjuly	F1	Renewal	ShangHai	Physics	Clear	2009	07	13	2009	07	31	18
flair	F1	Renewal	BeiJing	Eletrical Engineering	Clear	2009	07	13	2009	07	29	16
jiadreamran	F1	New	BeiJing	Geography	Clear	2009	07	13	2009	07	29	16
Ariel_yl	F2	New	BeiJing	N/A	Clear	2009	07	13	2009	07	29	16
hsholic	F1	New	BeiJing	Computer Science/Engineering	Clear	2009	07	13	2009	07	29	16
yanfei09	J1	New	GuangZhou	Biology	Clear	2009	07	14	2009	08	06	23
123	F1	New	BeiJing	Eletrical Engineering	Reject	2009	07	14	2009	10	08	86
jgsea	F1	Renewal	ShenYang	N/A	Clear	2009	07	14	2009	07	29	15
nano	F1	Renewal	BeiJing	Computer Science/Engineering	Clear	2009	07	15	2009	08	03	19
lily	F1	New	BeiJing	Chemistry	Clear	2009	07	15	2009	07	29	14
vivid	J1	New	GuangZhou	Eletrical Engineering	Clear	2009	07	15	2009	08	03	19
ffxx	F1	Renewal	BeiJing	Bioinformatics / Biostatistics	Clear	2009	07	15	2009	07	31	16
zhouyan	F1	Renewal	BeiJing	Bioinformatics / Biostatistics	Clear	2009	07	16	2009	08	03	18
wxrbql	F1	Renewal	ShangHai	Chemistry	Clear	2009	07	16	2009	08	04	19
chujiacheng	F1	Renewal	ChengDu	Computer Science/Engineering	Reject	2009	07	16	2010	03	24	251
jinqi	J1	New	BeiJing	Biology	Clear	2009	07	16	2009	08	03	18
dzjuzi	J1	New	ChengDu	Eletrical Engineering	Clear	2009	07	16	2009	08	04	19
1259	J1	New	BeiJing	Eletrical Engineering	Clear	2009	07	16	2009	08	04	19
mahongbo	J1	New	ChengDu	Eletrical Engineering	Clear	2009	07	16	2009	08	04	19
XYH	J1	New	ChengDu	Eletrical Engineering	Clear	2009	07	16	2009	08	04	19
wangyt	F1	New	BeiJing	Computer Science/Engineering	Clear	2009	07	17	2009	08	03	17
bless	F1	New	BeiJing	Computer Science/Engineering	Clear	2009	07	17	2009	08	03	17
Kobe	F1	Renewal	BeiJing	Biochemical Engineering	Clear	2009	07	17	2009	08	03	17
chaiw	J1	New	BeiJing	Materials Science/Engineering	Clear	2009	07	17	2009	08	04	18
lele	J1	New	ShenYang	Chemistry	Clear	2009	07	17	2009	09	01	46
230822198107202	J1	New	ShenYang	Physics	Clear	2009	07	17	2012	01	12	909
chaphalss	J1	New	ShangHai	Medicine / Pathology / Pharmacy	Clear	2009	07	20	2009	08	07	18
knight	J1	New	ShangHai	N/A	Reject	2009	07	20	2009	10	21	93
lucysd	J1	New	BeiJing	Eletrical Engineering	Clear	2009	07	20	2010	01	20	184
zhengbozy	J1	New	ShangHai	Chemistry	Clear	2009	07	21	2009	08	22	32
zymxhx	J1	New	ShangHai	Materials Science/Engineering	Clear	2009	07	21	2009	08	08	18
hding	F1	New	BeiJing	Computer Science/Engineering	Clear	2009	07	21	2009	08	07	17
happynow	H1	Renewal	BeiJing	Computer Science/Engineering	Clear	2009	07	21	2009	08	06	16
G35341319	J1	New	ShangHai	Eletrical Engineering	Clear	2009	07	21	2009	08	04	14
futureliu	F1	Renewal	ShenYang	Biochemical Engineering	Clear	2009	07	21	2009	08	06	16
bigh	B2	New	Vancouver	Mathematics	Clear	2009	07	21	2009	08	06	16
zzol	F1	New	BeiJing	Mechanical Engineering	Clear	2009	07	21	2010	01	20	183
mikezhang	H1	Renewal	BeiJing	Mechanical Engineering	Clear	2009	07	23	2009	08	27	35
moore	J1	New	BeiJing	Eletrical Engineering	Clear	2009	07	23	2009	08	06	14
eva22	F1	Renewal	BeiJing	Computer Science/Engineering	Clear	2009	07	23	2009	08	11	19
aword	F1	Renewal	BeiJing	Computer Science/Engineering	Clear	2009	07	23	2009	08	05	13
rodinia	J1	New	BeiJing	N/A	Clear	2009	07	24	2009	08	18	25
star	J1	New	ShenYang	Computer Science/Engineering	Clear	2009	07	24	2009	08	21	28
commandmp5	J1	New	BeiJing	Biology	Clear	2009	07	24	2009	08	11	18
ffgg	H1	New	ShangHai	Physics	Clear	2009	07	24	2009	08	11	18
biscuit123	F1	Renewal	BeiJing	Physics	Clear	2009	07	24	2009	08	20	27
civilization	J1	New	ShangHai	Physics	Clear	2009	07	27	2009	08	11	15
xicheng	F1	Renewal	ChengDu	Eletrical Engineering	Clear	2009	07	27	2009	08	12	16
jack	F1	New	GuangZhou	Computer Science/Engineering	Clear	2009	07	27	2009	08	14	18
abcc876	J1	New	ChengDu	Eletrical Engineering	Clear	2009	07	28	2009	08	14	17
Rank	F1	New	BeiJing	N/A	Clear	2009	07	29	2009	08	30	32
Weimin	J1	New	BeiJing	Chemistry	Clear	2009	07	29	2009	08	16	18
Fishingsnow	F1	Renewal	BeiJing	Mathematics	Clear	2009	07	29	2009	08	20	22
qwert	B2	New	BeiJing	N/A	Clear	2009	07	29	2009	08	12	14
weiwenjun	F1	Renewal	BeiJing	Chemistry	Clear	2009	07	29	2009	08	18	20
InMatrix	F1	Renewal	ShangHai	Information Science/Technology	Clear	2009	07	30	2009	08	19	20
huirong2009	J1	New	ShangHai	Biology	Clear	2009	07	30	2009	08	18	19
xlu	B1	New	ShangHai	Eletrical Engineering	Clear	2009	07	30	2009	08	18	19
Doudou	H1	New	ShangHai	Biology	Clear	2009	07	30	2009	08	15	16
solarcelll	H1	New	BeiJing	N/A	Clear	2009	07	30	2009	10	22	84
alvin	J1	New	BeiJing	Mechanical Engineering	Clear	2009	07	30	2009	10	19	81
guoguang	J1	New	GuangZhou	Chemical Engineering	Clear	2009	07	31	2009	10	14	75
mullen	F1	Renewal	BeiJing	Computer Science/Engineering	Clear	2009	07	31	2009	08	18	18
nature897	F1	Renewal	ShangHai	Computer Science/Engineering	Clear	2009	07	31	2009	08	18	18
bd	H1	Renewal	BeiJing	Mechanical Engineering	Clear	2009	07	31	2009	08	19	19
moonsin	H1	New	ShangHai	Medicine / Pathology / Pharmacy	Clear	2009	08	03	2009	08	17	14
han	F1	Renewal	ChengDu	Eletrical Engineering	Clear	2009	08	03	2009	08	20	17
G34746867	J1	New	BeiJing	Thermal Engineering	Clear	2009	08	03	2009	08	19	16
haoyunee	H1	New	Others	Medicine / Pathology / Pharmacy	Clear	2009	08	03	2009	11	30	119
jzhj01	J1	New	ShangHai	Optic Engieering	Clear	2009	08	03	2009	08	19	16
amare84	F1	New	ShenYang	Biomedical Engineering	Clear	2009	08	03	2009	08	26	23
flyzy	H1	New	ShangHai	Eletrical Engineering	Clear	2009	08	03	2009	10	19	77
young	J1	New	BeiJing	Aerospace Engineering	Clear	2009	08	03	2009	10	14	72
370285198305063	J1	New	BeiJing	N/A	Reject	2009	08	03	2010	04	26	266
better	J1	New	BeiJing	Chemistry	Clear	2009	08	04	2009	08	20	16
ym	J2	New	BeiJing	Biology	Clear	2009	08	04	2009	08	19	15
azhu	B1	New	GuangZhou	Statistics	Clear	2009	08	04	2009	08	22	18
DAVID	J1	New	BeiJing	Medicine / Pathology / Pharmacy	Clear	2009	08	04	2009	08	22	18
kkk	F1	New	GuangZhou	Mechanical Engineering	Clear	2009	08	04	2009	08	19	15
cj	H1	New	Others	Eletrical Engineering	Clear	2009	08	04	2009	08	24	20
gangan	J1	New	ShangHai	Materials Science/Engineering	Clear	2009	08	05	2009	08	19	14
gujason	F1	Renewal	ShangHai	Computer Science/Engineering	Clear	2009	08	05	2009	08	06	1
jiaoyang	J1	New	BeiJing	Medicine / Pathology / Pharmacy	Clear	2009	08	05	2009	08	20	15
yydyyd	F1	Renewal	ShangHai	Eletrical Engineering	Clear	2009	08	05	2009	08	21	16
viking	J1	New	BeiJing	Biomedical Engineering	Clear	2009	08	06	2009	08	21	15
lasercars	J1	New	Europe	Biophysics Engineering	Clear	2009	08	06	2009	09	01	26
xj_xiang	J1	New	BeiJing	Computer Science/Engineering	Reject	2009	08	06	2010	04	08	245
Renee	F1	Renewal	Others	Biology	Clear	2009	08	06	2009	08	24	18
hamimelon	J1	New	Toronto	Biophysics Engineering	Clear	2009	08	06	2009	08	20	14
Alpha	F1	New	BeiJing	Mechanical Engineering	Clear	2009	08	06	2009	08	25	19
xx	F1	Renewal	BeiJing	Biology	Clear	2009	08	07	2009	08	12	5
phoebus118	F1	New	BeiJing	Computer Science/Engineering	Clear	2009	08	07	2009	08	24	17
mariachi	J1	New	BeiJing	Eletrical Engineering	Clear	2009	08	07	2009	08	25	18
watermoon	H1	New	ShangHai	Physics	Clear	2009	08	07	2009	08	26	19
zzf	J1	New	ShenYang	Environmental Science	Clear	2009	08	07	2009	08	25	18
zhuzf	F1	New	BeiJing	Chemistry	Clear	2009	08	07	2009	08	28	21
simonzhang	J1	New	BeiJing	Polymer	Clear	2009	08	07	2009	10	19	73
MIKE	J1	New	BeiJing	Statistics	Clear	2009	08	07	2009	10	19	73
wangdea	H1	Renewal	BeiJing	Aerospace Engineering	Clear	2009	08	07	2009	08	27	20
guobingzou	J1	New	ShangHai	Computer Science/Engineering	Clear	2009	08	07	2009	10	20	74
Aaron	F1	New	BeiJing	Atmosphere & Marine Science	Clear	2009	08	10	2009	08	28	18
breakaway	H1	Renewal	BeiJing	Computer Science/Engineering	Clear	2009	08	10	2009	08	31	21
1266	F1	Renewal	ChengDu	Eletrical Engineering	Clear	2009	08	10	2009	10	15	66
amychen	J1	New	BeiJing	Chemistry	Clear	2009	08	10	2009	08	25	15
rolandsun	B1	New	BeiJing	N/A	Clear	2009	08	10	2009	09	30	51
wicwawa	F1	Renewal	ShangHai	Aerospace Engineering	Clear	2009	08	10	2009	09	26	47
liuyi	J1	New	ChengDu	N/A	Clear	2009	08	10	2009	08	27	17
hitee	B1	New	ShenYang	Eletrical Engineering	Clear	2009	08	10	2009	09	23	44
dy_squirrel	B2	New	BeiJing	Eletrical Engineering	Clear	2009	08	11	2009	08	31	20
2009Ottawa	F1	Renewal	Ottawa	Chemistry	Clear	2009	08	11	2009	09	21	41
zwyu	J1	Renewal	BeiJing	Optic Engieering	Clear	2009	08	11	2009	10	19	69
wqiang	J1	Renewal	ShangHai	Biochemical Engineering	Clear	2009	08	12	2009	09	03	22
12345678	J2	New	BeiJing	Biochemical Engineering	Clear	2009	08	12	2009	09	11	30
pp	F1	Renewal	Others	Computer Science/Engineering	Clear	2009	08	12	2009	08	28	16
shjwei	J1	New	ShangHai	Geology	Clear	2009	08	12	2009	08	31	19
richiefhf	F1	New	BeiJing	Civil Engineering	Clear	2009	08	12	2009	08	28	16
yyuanly	J1	New	ShenYang	Chemistry	Clear	2009	08	13	2009	09	02	20
adol	J1	New	ShenYang	Bioinformatics / Biostatistics	Clear	2009	08	13	2009	09	03	21
nano_mag	B1	New	ShangHai	Physics	Clear	2009	08	13	2009	09	02	20
zhongyue	J1	New	ShangHai	Chemistry	Clear	2009	08	13	2009	10	15	63
kimkeon	F1	New	BeiJing	Eletrical Engineering	Clear	2009	08	13	2009	10	21	69
gladys	B2	New	BeiJing	N/A	Clear	2009	08	13	2009	09	08	26
Alanna	B1	New	ShangHai	N/A	Clear	2009	08	13	2010	08	13	365
wangwang	J1	New	BeiJing	Vehicle Engieering	Clear	2009	08	13	2009	10	19	67
bruins	J1	New	ShangHai	Biology	Clear	2009	08	14	2009	09	03	20
megancire	H1	New	ShangHai	Biology	Clear	2009	08	14	2009	09	02	19
missingyou97	J1	New	BeiJing	Chemistry	Clear	2009	08	14	2009	08	28	14
snoowball	F1	Renewal	BeiJing	Computer Science/Engineering	Clear	2009	08	14	2009	09	01	18
flyer	J1	New	BeiJing	N/A	Clear	2009	08	14	2009	10	19	66
oochen	J1	New	BeiJing	Eletrical Engineering	Clear	2009	08	14	2009	10	19	66
shayayou_82	B2	New	BeiJing	N/A	Reject	2009	08	14	2009	09	14	31
zuguo121	J1	New	ShangHai	Medical Engineering	Clear	2009	08	14	2009	10	07	54
ZIBING	F1	Renewal	ShenYang	Computer Science/Engineering	Clear	2009	08	17	2009	09	21	35
xuchi	B1	New	ShangHai	Medicine / Pathology / Pharmacy	Clear	2009	08	17	2009	09	03	17
NBOOP	J1	New	ShenYang	Agriculture	Clear	2009	08	17	2009	09	04	18
Gong	B1	New	BeiJing	Business / Management	Reject	2009	08	17	2009	11	05	80
MW	L2	New	ShangHai	N/A	Clear	2009	08	17	2009	09	12	26
G34466481	J1	New	ShenYang	N/A	Clear	2009	08	17	2009	10	21	65
Zhang	J1	New	ShangHai	Chemistry	Clear	2009	08	17	2009	10	08	52
puddle	B1	New	ShangHai	Computer Science/Engineering	Clear	2009	08	18	2009	09	04	17
yzkgarnett	F1	New	BeiJing	Eletrical Engineering	Clear	2009	08	18	2009	10	19	62
ccnjxzn	J1	New	BeiJing	Thermal Engineering	Clear	2009	08	18	2009	10	20	63
741018	F1	New	BeiJing	MBA	Clear	2009	08	18	2009	09	03	16
lifedoctor	J1	New	BeiJing	Medicine / Pathology / Pharmacy	Clear	2009	08	18	2009	09	01	14
waitandwait'sgf	J1	New	BeiJing	Eletrical Engineering	Clear	2009	08	18	2009	09	24	37
so sorry	J1	New	BeiJing	Mechanical Engineering	Clear	2009	08	18	2009	12	30	134
dabai	H1	New	ShangHai	Physics	Clear	2009	08	19	2009	09	04	16
qiewenwen	J1	New	BeiJing	Materials Science/Engineering	Clear	2009	08	19	2009	10	19	61
hooo	F1	Renewal	BeiJing	Eletrical Engineering	Clear	2009	08	20	2009	09	03	14
quickhua	F1	Renewal	ChengDu	Eletrical Engineering	Clear	2009	08	20	2009	10	13	54
yolande	J1	Renewal	BeiJing	Mechanical Engineering	Clear	2009	08	20	2009	09	03	14
shawn416	J1	New	BeiJing	Chemical Engineering	Clear	2009	08	20	2009	11	16	88
ELLEH	J1	New	BeiJing	Biology	Clear	2009	08	20	2009	09	02	13
lijuan	J1	Renewal	ShangHai	Medicine / Pathology / Pharmacy	Clear	2009	08	20	2009	09	03	14
